Feature ID	Taxon
AC185531.64575.66341	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Poales; g__Zea; s__Zea_mays
AF522457.1.1244	d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Candidatus_Phytoplasma; s__Phytoplasma_sp.
HA782847.3.1866	d__Eukaryota; p__Vertebrata; c__Mammalia; o__Mammalia; f__Mammalia; g__Mammalia; s__Rattus_norvegicus
JN112002.1.1427	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halomicrobiaceae; g__Haloarcula; s__Haloarcula_sp.
JQ798567.1.1717	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Haltidytes_squamosus
JN224983.1.1462	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_sp.
JN084138.1.1416	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_testaceum
KY977460.1.1699	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Tylenchida; f__Tylenchida; g__Tylenchida; s__Radopholoides_japonicus
KY623368.1.1431	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leucobacter; s__Leucobacter_sp.
AF542229.1.1412	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Anaerococcus; s__Anaerococcus_vaginalis
LC032118.1.1776	d__Eukaryota; p__Scalidophora; c__Kinorhyncha; o__Cyclorhagida; f__Cyclorhagida; g__Cyclorhagida; s__Dracoderes_toyoshioae
KJ463432.1.1512	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Amphora; s__Amphora_hyalina
M63000.1.1792	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Sphaeropleales; f__Sphaeropleales; g__Characiopodium; s__Characiopodium_hindakii
KJ569698.19403.20902	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Dicksonia_squarrosa
L19079.1.1711	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Piroplasmorida; f__Piroplasmorida; g__Babesia; s__Babesia_canis
AF530151.1.1351	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__uncultured; s__alpha_proteobacterium
AF550646.1.1417	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_helveticus
AF548138.1.1515	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pectobacteriaceae; g__Sodalis; s__Candidatus_Sodalis
KJ569699.45966.47476	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Tmesipteris_elongata
KY911208.1.1881	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Hemiptera; g__Hemiptera; s__Rhytidoporus_indentatus
L81948.1.1827	d__Eukaryota; p__Arthropoda; c__Malacostraca; o__Eumalacostraca; f__Eumalacostraca; g__Eumalacostraca; s__Anaspides_tasmaniae
AF531178.1.1395	d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoculleus; s__Methanoculleus_submarinus
JQ798587.1.1720	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_sp.
AB004910.1.1458	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Pseudobutyrivibrio; s__Butyrivibrio_fibrisolvens
KY852452.1.1739	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Oligohymenophorea; g__Paramecium; s__Paramecium_tetraurelia
KY646003.1.1475	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_mucidolens
KU232320.1.1210	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
KU219842.1.1233	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__Stenotrophomonas_maltophilia
JN566024.1.1495	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_albofaciens
KY623375.1.1428	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Pedobacter_sp.
KJ481819.1.1771	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Azadinium; s__Azadinium_cuneatum
JN188402.1.1461	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__Vibrio_alginolyticus
JN182700.1.1425	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ciceribacter; s__Rhizobium_sp.
M32703.1.1791	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlamydomonadales; f__Chlamydomonadales; g__Chlamydomonas; s__Chlamydomonas_reinhardtii
KY623390.1.1436	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
JN247743.1.1448	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__Lysinibacillus_sp.
JN049480.1.1450	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Verrucosispora; s__actinobacterium_ZXY031
AY968399.1.1785	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Cucurbitales; f__Cucurbitales; g__Neoalsomitra; s__Neoalsomitra_sarcophylla
JN175330.1.1500	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Loigolactobacillus; s__Lactobacillus_bifermentans
KY625555.1.1215	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
LC007055.1.1767	d__Eukaryota; p__Scalidophora; c__Kinorhyncha; o__Homalorhagida; f__Homalorhagida; g__Homalorhagida; s__Pycnophyes_zelinkaei
AF550626.1.1417	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_jejuni
JN090860.1.1429	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Hymenobacter; s__Siccationidurans_ginsengisoli
GU319858.1.1663	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Pyropia; g__Porphyra-Pyropia; s__Pyropia_pseudolinearis
AY929364.1.1780	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Celastrales; f__Celastrales; g__Zinowiewia; s__Zinowiewia_concinna
KY922168.1.1855	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Elattoma_abeskoun
JN411267.1.1315	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora_viridifaciens
JQ798604.1.1718	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_cf.
JN093022.1.1222	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Promicromonosporaceae; g__Cellulosimicrobium; s__Cellulosimicrobium_sp.
JN092613.1.1430	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Wohlfahrtiimonadaceae; g__Ignatzschineria; s__Ignatzschineria_ureiclastica
AF549391.1.1360	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Histophilus; s__Histophilus_somni
JN180189.1.1500	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_parvus
KY646036.1.1571	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_velezensis
JN128637.1.1414	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ideonella; s__Aquincola_sp.
KY922108.1.1904	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Nanorchestes_sp.
JN411270.1.1387	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora_coxensis
KJ577866.1.1611	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Parlibellus; s__Parlibellus_hamulifer
AB013011.1.1796	d__Eukaryota; p__Tunicata; c__Thaliacea; o__Pyrosomata; f__Pyrosomata; g__Pyrosomata; s__Pyrosoma_atlanticum
AF530069.1.1499	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_citronellolis
JN426847.1.1445	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Algoriphagus; s__Algoriphagus_zhangzhouensis
L42528.1.1787	d__Eukaryota; p__Holozoa; c__Corallochytrea; o__Corallochytrida; f__Corallochytridae; g__Corallochytrium; s__Corallochytrium_limacisporum
HL282395.1.1308	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__unidentified
KF164829.1.1708	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Tylenchida; f__Tylenchida; g__Bursaphelenchus; s__Bursaphelenchus_sp.
AY909593.1.2290	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Clymene; g__Porphyra-Clymene; s__Porphyra_sp.
HL281652.2.1435	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Anaerococcus; s__unidentified
AF542228.1.1396	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Peptoniphilus; s__Peptoniphilus_asaccharolyticus
MG829861.1.1380	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Dysgonomonadaceae; s__uncultured_Petrimonas
KY630659.1.1430	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_epidermidis
HL282454.1.1298	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Gordonia; s__unidentified
AB007416.1.1440	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_laevaniformans
KY947159.1.2069	d__Eukaryota; p__Euglenozoa; c__Diplonemea; o__Diplonemea; f__Diplonemea; g__SCM38C39_marine_group; s__Diplonemida_sp.
AC234828.125208.126615	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Solanum_tuberosum
JN378749.1.1422	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Amycolatopsis; s__Amycolatopsis_thermoflava
AB002636.1.1436	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Actinomycetales_bacterium
AF539755.1.1466	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Nonlabens; s__Bacteroidetes_bacterium
AB002637.1.1385	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Actinomycetales_bacterium
KY636445.1.1490	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_mycoides
JN378395.1.1419	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Lysinimonas; s__Lysinimonas_soli
JN180185.1.1451	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Streptosporangium; s__Streptosporangium_longisporum
L12430.1.1806	d__Eukaryota; p__Tunicata; c__Ascidiacea; o__Stolidobranchia; f__Stolidobranchia; g__Stolidobranchia; s__Molgula_occulta
JN196533.1.1325	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Halogeometricum; s__Halogeometricum_sp.
L12420.1.1809	d__Eukaryota; p__Tunicata; c__Ascidiacea; o__Stolidobranchia; f__Stolidobranchia; g__Stolidobranchia; s__Molgula_citrina
JN120185.1.1415	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN188403.1.1461	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__Vibrio_alginolyticus
AB004726.1.1482	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_aurantiacum
LC057210.1.1639	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Ascaridida; f__Ascaridida; g__Ascaridida; s__Ascaridia_nymphii
JN085507.1.1379	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium; s__Mesorhizobium_sp.
KY623372.1.1438	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
JN196132.1.1253	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Pedobacter_kyungheensis
AB006154.1.1475	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Trichotomospora_caesia
JN195789.1.1380	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Alkalibacterium; s__Alkalibacterium_putridalgicola
JN243353.1.1400	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_lemovicicum
KJ577842.1.1784	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Coscinodiscophytina; f__Coscinodiscophytina; g__Coscinodiscophytina; s__Actinoptychus_splendens
JN566036.1.1372	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_abikoensis
JN391171.1.1288	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum; s__Cytophaga_sp.
AB004747.1.1438	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Kluyvera; s__Kluyvera_intermedia
AF550633.1.1418	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_lari
JN180854.1.1432	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
KU230302.1.1292	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ensifer; s__Ensifer_meliloti
KY973317.1.1898	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Coccidia; f__Eimeriorina; g__Sarcocystis; s__Sarcocystis_iberica
JN204485.1.1431	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Candidatus_Portiera; s__Portiera_endosymbiont
JQ798568.1.1716	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Dasydytes_elongatus
JN049490.1.1446	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__actinobacterium_ZXY041
M14649.1.1801	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Prorocentrales; f__Prorocentrales; g__Prorocentrum; s__Prorocentrum_micans
JN128294.1.1388	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Demequinaceae; g__Demequina; s__Demequina_globuliformis
KJ463430.1.1502	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Amphora; s__Amphora_graeffeana
JN180142.1.1461	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora_chaiyaphumensis
L26514.1.1870	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Sessilia; f__Sessilia; g__Sessilia; s__Chelonibia_patula
HL196889.3823.5593	d__Eukaryota; p__Labyrinthulomycetes; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Thraustochytriaceae; g__Thraustochytrium; s__unidentified
KY964616.1.1665	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Tylenchida; f__Tylenchida; g__Aphelenchoides; s__Aphelenchoides_sp.
JN386974.1.1493	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methyloglobulus; s__Methyloglobulus_morosus
KU221429.1.1447	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__bacterium_T42
JN195809.1.1439	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
JN225415.1.1415	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_aeruginosa
AF543466.1.1396	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Alkanindiges; s__Alkanindiges_hongkongensis
AB006164.1.1466	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Sporichthyaceae; g__Sporichthya; s__Sporichthya_brevicatena
JN049478.1.1448	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Dietziaceae; g__Dietzia; s__actinobacterium_ZXY029
HL182401.2.1459	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__unidentified
JN256679.1.1509	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_typhae
KY922202.1.1744	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Chelacheles_sp.
HG529997.1.1373	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas_sp.
KJ635669.1.1746	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlamydomonadales; f__Chlamydomonadales; g__Chlamydomonas; s__Chlamydomonas_gloeophila
JN411273.1.1405	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora_chokoriensis
HZ351448.3.1855	d__Eukaryota; p__Vertebrata; c__Mammalia; o__Mammalia; f__Mammalia; g__Mammalia; s__Oryctolagus_cuniculus
AB002520.1.1377	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_mitis
LC032019.1.1872	d__Eukaryota; p__Scalidophora; c__Loricifera; o__Loricifera; f__Loricifera; g__Loricifera; s__Rugiloricus_sp.
JN112799.1.1413	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Parachlamydiaceae; g__Candidatus_Mesochlamydia; s__Candidatus_Mesochlamydia
HL281785.3.1301	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__unidentified
JN082730.1.1437	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_sp.
HG738868.4718017.4719541	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
JN175331.1.1502	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Lactobacillus_fermentum
KY643710.1.1350	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium_yanoikuyae
JN377680.1.1391	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas_sp.
JN188954.1.1509	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Nakamurellaceae; g__Nakamurella; s__Frankiales_bacterium
AB001447.1.1538	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_amygdali
LF644976.16.1783	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlamydomonadales; f__Chlamydomonadales; g__Chlamydomonas; s__Chlamydomonas_orbicularis
JN216861.1.1471	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Halorubrum; s__Halorubrum_sp.
JN188946.1.1503	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae; g__Kineococcus; s__Kineococcus_glutinatus
JN129431.1.1460	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN408750.1.1456	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora_sp.
AF538853.1.1438	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_sp.
MF000574.1.1713	d__Eukaryota; p__Chlorophyta; c__Ulvophyceae; o__Ulvophyceae; f__Ulvophyceae; g__Ulvophyceae; s__Pseudopleurococcus_sp.
JN571045.1.1421	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
AF538682.1.1499	d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__Mycoplasmopsis_cynos
JN411349.1.1355	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_megaterium
AY957443.1.1742	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Santalales; f__Santalales; g__Dactylanthus; s__Dactylanthus_taylorii
JN112011.1.1438	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__Halomonas_sp.
JN175334.1.1533	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Halothiobacillales; f__Halothiobacillaceae; g__Halothiobacillus; s__Halothiobacillus_neapolitanus
JN215501.1.1470	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_licheniformis
JN566029.1.1369	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_ossamyceticus
JN411402.1.1346	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
KY911199.1.1880	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Hemiptera; g__Hemiptera; s__Adrisa_magna
JN180141.1.1458	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora_sagamiensis
JN128641.1.1434	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc; s__Leuconostoc_sp.
AC238091.84439.86078	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Solanales; f__Solanales; g__Solanum; s__Solanum_tuberosum
AB002527.1.1493	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_uberis
KY911197.1.1892	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Hemiptera; g__Hemiptera; s__Elasmostethus_interstinctus
JN180223.1.1467	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_nashvillensis
AY929341.1.1778	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Malpighiales; f__Malpighiales; g__Bhesa; s__Bhesa_robusta
JQ821523.1.1816	d__Eukaryota; p__Annelida; c__Clitellata; o__Arhynchobdellida; f__Arhynchobdellida; g__Arhynchobdellida; s__Erpobdella_obscura
AF539753.1.1466	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Cellulophaga; s__Cytophaga_sp.
KJ577847.1.1609	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Bacillariophyceae; s__Berkeleya_hyalina
JN196515.1.1338	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Halobellus; s__Halobacteriaceae_archaeon
JN049489.1.1452	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__actinobacterium_ZXY040
KY635893.1.1339	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__Massilia_sp.
JN242795.1.1339	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__Candidatus_Halomonas
JN129465.1.1368	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__Escherichia_coli
